job_title,company_name,city,fully_anonymous,posting_date_parsed,days_since_posted,primary_category,job_domain,job_domain_group,career_level,years_exp_min,years_exp_max,education_level,contract_type,workplace_mode,is_full_time,is_part_time,is_freelance,is_remote,is_hybrid,is_onsite,salary_disclosed,sal_min,sal_max,sal_min_egp,sal_max_egp,currency,pay_period,technical_skills,soft_skills,skill_count,job_categories
Senior Frontend Developer- Angular,Egabi FSI,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),4,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Information Technology (It), Javascript, Css, Css3, Angular2+, Angular, Sass, Oop, Rest, Apis, Seo, Front-End, Html5']",,14,IT/Software Development | Engineering - Telecom/Technology
Senior .Net Developer,Egabi FSI,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), Asp.Net, Ms Sql, Ms Sql Server, Javascript, .Net, Sql, Entity Framework, Web Services, Asp, Framework, Ado.Net, Oop, Mvc, Computer Engineering, Jquery, Software Engineering']",,17,IT/Software Development | Engineering - Telecom/Technology
Senior OBIEE Developer,Egabi FSI,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Analyst/Research,Data/Analytics,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Obiee, Analysis, Bi Developer, Data Modeling, Etl, Database, Information Technology (It), Oracle, Sql, Business']",,10,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology
Java Developer,Egabi FSI,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Git, Information Technology (It), Java, Oop, Web Development, Sql, Spring Boot, Spring Framework']",,8,IT/Software Development | Engineering - Telecom/Technology
Senior Data Scientist,Egabi FSI,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Data Mining, Data Science, Data Scientist, Hadoop, Machine Learning, Python, Sql, Spark']",,9,IT/Software Development | Engineering - Telecom/Technology
Mid C++ Developer,Vertex Technologies,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,1,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['C++, Algorithms, Information Technology (It), Linux, Oop']",,5,IT/Software Development
Senior Oracle Developer- Forms & Reports,Egabi FSI,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Oracle Forms, Oracle, Oracle Pl/Sql, Pl/Sql, Sql, Information Technology (It), Oracle Reports, Oracle Development, Forms']",,9,IT/Software Development | Engineering - Telecom/Technology
Back-End Developer,Barq,Giza,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Information Technology (It), Git, Javascript, Laravel, Mysql, Php, React, Sql']",,9,IT/Software Development | Engineering - Telecom/Technology
Security Engineer,Selah ElTelmeez For Publishing & printing,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,1,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Ccna, Information Technology (It), It Security, Information Security, Mcsa, Network, Network Security, Networking, Security']",,9,IT/Software Development | Engineering - Telecom/Technology
IT Help Desk,MK Enterprise,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Technical Troubleshooting, Windows/Mac Os Support, Networking Basics, Ticketing Systems, Remote Support Tools, Software Installation And Configuration, Documentation']","Customer Service, Communication Skills, Time Management",7,IT/Software Development
Senior Java Developer,Egabi FSI,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Git, Information Technology (It), Java, Oop, Web Development, Sql, Spring Boot, Spring Framework, Object-Oriented Programming (Oop)']",,9,IT/Software Development | Engineering - Telecom/Technology
Mid Java Developer,Vertex Technologies,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Java, Spring Framework, Restful Apis, Object-Oriented Programming (Oop), Git, Agile Methodologies, Software Architecture, Team Collaboration, Aws, Ci/Cd']",Problem Solving,10,IT/Software Development
Mid Full Stack .NET Developer,Vertex Technologies,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,3,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Software Development, .Net, Asp.Net, Sql, Web Development, Front-End Web Development, Ms Sql Server, Rest, Unit Testing, Agile']",,10,IT/Software Development
Senior Full Stack .NET Developer,Vertex Technologies,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Software Development, .Net, Asp.Net, Angular, React, Ms Sql, Nosql, Azure, Aws']",,9,IT/Software Development
Senior Java Developer,Vertex Technologies,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),4,4,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Java, Spring Framework, Restful Apis, Object-Oriented Programming (Oop), Git, Agile Methodologies, Software Architecture, Team Collaboration, Aws, Ci/Cd']",Problem Solving,10,IT/Software Development
Senior System Administrator,Swiss Garment Company,Sharqia,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,5,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), System Administration']",,2,IT/Software Development
PHP Full Stack Developer,Mora Communications Company,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,10,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,True,30000.0,100000.0,30000.0,100000.0,EGP,Month,"['Php, Node.Js, Mongo Db, Bootstrap, Html, Css, Information Technology (It), Javascript, Jquery, Laravel, Mysql']",,11,IT/Software Development | Engineering - Telecom/Technology
Senior Full-Stack Engineer,Oliv,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,5,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,True,60000.0,100000.0,60000.0,100000.0,EGP,Month,"['Golang, Python, Postgresql, Docker, Devops, Fintech, Payments, B2B, Github, Redis, Gcp']",,11,IT/Software Development | Engineering - Telecom/Technology
DevOps Specialist,Gulf Data International,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),6,10,No Degree Requirement Listed,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Api, Devops']",,2,IT/Software Development
Drupal Developer,Al Ghad TV,Giza,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Drupal, Git, Docker, Ddev, Cd Pipelines, Php 8, • Drupal Apis, • Field Api, • Drupal Entities, Drush, Composer, Configuration Management, Html5, Css3, Javascript, Responsive Design, Restful Apis']",,17,IT/Software Development
Network & Security Engineer,Universities of Canada in Egypt,Cairo,False,2026-03-20 00:00:00,30,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Network, Firewalls, Security, Information Technology (It), Network Administration, Network Security']",,6,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
Junior .NET & SQL Developer – Microsoft AX ERP​,Sega_m,Sharqia,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),0,1,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Erp, Information Technology (It), Sql, Microsoft .Net Framework, .Net Development']",,6,IT/Software Development
Senior Business Analyst,Youxel,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Analyst/Research,Data/Analytics,Experienced (Non-Manager),4,4,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Business Analysis, Information Technology (It), Computer Engineering, Agile, Analysis']",,5,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology
SAP FICO Consultant,Cairoscan,Giza,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Abap, Accounting, Erp, Financial, Information Technology (It), Integration, Sap, Sap Fico']",,8,IT/Software Development | Engineering - Telecom/Technology
AI Engineer (LLM & AI Applications),Exab,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Analyst/Research,Data/Analytics,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Information Technology (It), Data Science, Llms (Large Language Models), Python, Machine Learning, Deep Learning, Natural Language Processing (Nlp), Tensorflow, Pytorch, Ai Application Development, Web Scraping, Data Analysis']",,13,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology
RFID Systems Engineer,Exab,Cairo,False,2026-03-20 00:00:00,30,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),5,10,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Rfid, Information Technology (It), Computer Engineering, Systems Engineering, Library Systems, Low Current Systems (Lc), Network Engineering, Database Management, System Integration, Troubleshooting, Technical Documentation, Communication Skills']",Project Management,12,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
Technical Support Engineer II - Fluent French,Docusign,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,5,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,True,363300.0,525000.0,30275.0,43750.0,EGP,Year,"['Information Technology (It), Technical Support, Saas, Xml, Json, Wireshark, Fiddler, Salesforce, Sql, Python, Jquery']",,11,IT/Software Development | Engineering - Telecom/Technology
Senior Backend Node.js Developer,Confidential,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,Fully Remote,True,False,False,True,False,False,True,40000.0,70000.0,40000.0,70000.0,EGP,Month,"['Express.Js, Nestjs, Node.Js']",,3,IT/Software Development | Engineering - Telecom/Technology
Mid Salesforce Administrator,Vertex Technologies,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Salesforce, Salesforce Admin Tools, Sales Cloud, Service Cloud, Rest/Soap, Soql, Sosl']",,7,IT/Software Development
Senior Full Stack Software Engineer,Global,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),4,4,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,True,25000.0,50000.0,25000.0,50000.0,EGP,Month,"['.Net Core, Asp.Net Core, React, React Js, React Native, Javascript, Rest Apis, Sql, Mysql, Entity Framework, Full Stack Development, System Design, Backend Development, Git, Software Architecture, Full Stack Developer']",,16,IT/Software Development | Engineering - Telecom/Technology
Fullstack Developer (PHP & NodeJS),ecoSAS International,Giza,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), Php, Javascript, Mongodb, Mysql']",,5,IT/Software Development | Engineering - Telecom/Technology
Oracle Apex Developer - in Alexandria,rank,Alexandria,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Pl/Sql, Erp, Information Technology (It), Oracle, Oracle Forms, Oracle Pl/Sql, Sql']",,8,IT/Software Development | Engineering - Telecom/Technology
Engineering Lead / Senior Full-Stack Engineer,Global,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,True,35000.0,50000.0,35000.0,50000.0,EGP,Month,"['.Net Core, Asp.Net, System Design, React.Js, React Js, React Native, React, Software Architecture, Javascript, Sql, Mysql, Entity Framework, Git, Code Review, Technical Leadership']",,15,IT/Software Development | Engineering - Telecom/Technology
ERP Functional Lead – Odoo - Remotely,ENAYA CARE INTERNATIONAL COMPANY FOR BEAUTY & COMFORT,Cairo,False,2026-03-20 00:00:00,30,Accounting/Finance,Accounting/Finance,IT Finance/ERP,Manager,5,10,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Computer Science, Information Technology (It), Erp, Odoo']",,4,Accounting/Finance | IT/Software Development | Engineering - Telecom/Technology
Software Tester (QA),ecoSAS International,Giza,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), Software Testing, Postman, Testing']",,4,IT/Software Development
Frontend Developer (Mid-Level – React),ecoSAS International,Giza,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Information Technology (It), Php, Css, Information Systems, Javascript, Sass']",,6,IT/Software Development
Full Stack Developer,Efada Technology,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,7,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Html5, Git, Rest, Linux, Web Development, Node.Js, React Js, Restful Apis, Backend Design, Html, Ubonto, Full Stack Development, Css3, Nosql']",,14,IT/Software Development | Engineering - Telecom/Technology
IT Manager,Confidential,Cairo,True,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Manager,15,20,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Engineering, Information Technology (It), It Service Management, Erp Software']",Project Management,4,IT/Software Development
IT Help Desk,Sharm Dreams Group,Cairo,False,2026-03-20 00:00:00,30,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),2,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Information Technology (It), Microsoft Office, Troubleshooting, Technical Support, Network Connectivity Issues']",,6,Installation/Maintenance/Repair | IT/Software Development
Network Administrator,Sharm Dreams Group,Cairo,False,2026-03-20 00:00:00,30,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),3,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Network Administration, Information Technology (It), Networks, Networking, Lan, Troubleshooting, Cisco, Ms Office Suite, Azure']",,9,Installation/Maintenance/Repair | IT/Software Development
odoo senior implementor,Al Hayat Medical Clinics,Cairo,False,2026-03-20 00:00:00,30,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),5,10,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Odoo, Information Technology (It), Odoo Development, Odoo Erp, Erp, Erp Implementation']",,6,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
ERP Senior Specialist – Odoo,MATGR For Engineering And Trading,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,4,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Erp, Odoo, Erp Implementation, Oodo Implementation, Xml, Html, Information Technology (It), Javascript, Python, Troubleshooting']",,11,IT/Software Development | Engineering - Telecom/Technology
Oracle Techno Functional Consultant,GB Corp,Giza,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Techno Functional Analysis, Oracle Erp, Business Process Mapping, System Integration, Requirements Gathering, Data Migration, Pl/Sql Development, Documentation, User Training']",Problem Solving,9,IT/Software Development | Engineering - Telecom/Technology
IT Help Desk (Application Support),Alouf Travel,Giza,False,2026-03-20 00:00:00,30,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),2,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Software Development, Office Applications, It Help Desk, Appliation Support, Technical Support, Helpdesk']",,6,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology
Mid-Level .Net Developer,National Technology,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,3,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Computer Science, Information Technology (It), .Net Framework, .Net Development, .Net, Jquery, Javascript, Mvc, Css']",,9,IT/Software Development
Software Engineer,Alex form,Alexandria,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,4,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Information Technology (It)']",,2,IT/Software Development | Engineering - Telecom/Technology
DevOps / Platform Engineer,Newvision,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Devops, Azure, Kubernetes, Windows, Information Technology (It), Asp.Net, .Net']",,8,IT/Software Development
Helpdesk Supervisor,Aman,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Manager,5,7,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Microsoft Office 365, Active Directory, Windows Os, Service Desk, Manageengine, Jira, Hardware Troubleshooting, Software Troubleshooting, Network Administration, Itil']",,10,IT/Software Development
Oracle Development Section Head,Akhnaton Trading and distribution - EVA Group Limted,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Manager,8,8,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Oracle Ebs, Oracle Apex, Apex, Pl Sql, Sql, Finance Report, Oracle']",,7,IT/Software Development | Engineering - Telecom/Technology
Product/System Owner (Application-Specific Focus),Advanced Solutions,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Operations/Management,IT Management,Experienced (Non-Manager),3,10,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Product Management, Pmp, Product Owner (Application-Specific Focus), Product Owner, Business Analysis, Scrum, Agile']",,7,IT/Software Development | Operations/Management | Project/Program Management
Data Analyst,Ibn Sina Pharma,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Analyst/Research,Data/Analytics,Entry Level (Junior Level / Fresh Grad),1,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Analysis, Analytical, Commerce, Data Analysis, Information Technology (It), Ms Office, Power Bi, Reporting, English']",Communication Skills,9,IT/Software Development | Analyst/Research
ASP.NET Developer,Asap Systems,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['.Net, Asp, Asp.Net, Information Technology (It), Sql Server, Html, Css, Javascript, Agile Methodologies, Restful Apis']",,10,IT/Software Development
Network & Security Manager,Tamweely,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Manager,5,5,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Engineering, Ccnp, Ccna, Information Technology (It), Network, Security']",,6,IT/Software Development | Engineering - Telecom/Technology
IT Specialist,Family Corporation,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,3,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Communication, Technical Support, Troubleshooting, Network, Information Technology (It), Hardware, It Help Desk, System Administration, Operating Systems, Network Security, Data Management, Communication Skills']",,12,IT/Software Development | Engineering - Telecom/Technology
Frontend Engineer (Flutter),Oliv,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,6,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Flutter, Dart Programming, Mobile Application Development, Cross Platform Development, Flutter Sdk, Ui/Ux, Restful Apis']",,7,IT/Software Development | Engineering - Telecom/Technology
Content Creator Strategic Narrative,Stradigimc,Cairo,False,2026-03-20 00:00:00,30,Engineering,Engineering - Construction/Civil/Architecture,Other IT,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Content Writing, Strategic Thinking, Business Writing, Content Marketing, Digital Sales, Technical Writing, Artificial Intelligence (Ai)']",,7,Engineering - Construction/Civil/Architecture | IT/Software Development | Engineering - Telecom/Technology
Product Support Specialist,Brand Connection,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Operations/Management,IT Management,Entry Level (Junior Level / Fresh Grad),1,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Customer Service, Technical Troubleshooting, Network Equipment Support, Problem-Solving, Product Training, Documentation, Team Collaboration, Microsoft Office, Microsoft Excel']","Communication, Time Management, Adaptability",9,IT/Software Development | Operations/Management
Javascript Developer,Agency,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Manager,5,10,No Degree Requirement Listed,Full Time,Fully Remote,True,False,False,True,False,False,True,1500.0,2200.0,76350.0,111980.0,USD,Month,"['Javascript, Information Technology (It)']",,2,IT/Software Development | Engineering - Telecom/Technology
WordPress Developer & Designer,Confidential,Alexandria,True,2026-03-20 00:00:00,30,Creative/Design/Art,Creative/Design/Art,Design/UX,Experienced (Non-Manager),2,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Html, Information Technology (It), Javascript, Php, Seo, Css, Wordpress']",,8,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology
Oracle Project Manager,Confidential,Cairo,True,2026-03-20 00:00:00,30,IT/Software,Project/Program Management,IT Management,Manager,8,8,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Information Technology (It), Oracle, Project, Pmp, Erp, Prince2, Projects']","Project Management, Communication",7,IT/Software Development | Project/Program Management
Senior Oracle HCM Consultant,Confidential,Cairo,True,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),4,4,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Computer Science, Hcm, Information Technology (It), Oracle, Oracle Hcm, Oracle Fusion']",,6,IT/Software Development | Engineering - Telecom/Technology
Microsoft Senior Systems Engineer,Ralliton,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),5,5,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Microsoft Office 365, Microsoft Azure, Microsoft Sentinel, Microsoft Active Directory, Microsoft Purview, Network Security, Microsoft Dlp, Microsoft Defender']",,8,IT/Software Development
Senior Network and Security Engineer,Ralliton,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,3,Bachelor's Degree,Full Time,Fully Remote,True,False,False,True,False,False,False,,,,,,,"['Software-Defined Networking, Networking, Network Security, Switching, Fortinet, Checkpoint, Software-Defined Networking (Sdn), Firewall Management, Intrusion Detection/Prevention Systems (Ids/Ips), Vpn Technologies, Routing Protocols (Bgp, Ospf), Security Auditing, Risk Assessment']",,14,IT/Software Development
IT Service Desk Specialist,Dewan Architects and Engineers,Cairo,False,2026-03-20 00:00:00,30,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Field/Support IT,Experienced (Non-Manager),2,3,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Information Technology (It), Service Desk']",Customer Service,3,Installation/Maintenance/Repair | IT/Software Development
Cybersecurity Engineer,Dewan Architects and Engineers,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),3,7,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Cybersecurity, Information Technology (It), Bim 360, Aec Platforms, Automation, Automation Systems, Siem, Mfa, Ssop, Gdpr']",,11,IT/Software Development
Zoho Developer,Ofis Soft,Alexandria,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,True,20000.0,40000.0,20000.0,40000.0,EGP,Month,"['Zoho, Business Administration, Business Development, Crm, Deluge, Webhooks, Apis, Zoho Creator']",Customer Service,8,IT/Software Development
Senior Software Engineering Manager-Java,Link Development,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Manager,10,15,Bachelor's Degree,Full Time,Hybrid,True,False,False,False,True,False,False,,,,,,,"['Software Engineering, Java, Automation, Information Technology (It)']",,4,IT/Software Development | Engineering - Telecom/Technology
IT Factory Engineer,Electrolux,Sharqia,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Entry Level (Junior Level / Fresh Grad),0,2,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Computer Science, Information Technology (It), Iot']",,3,IT/Software Development | Engineering - Telecom/Technology
Mid-level Full Stack Web Developer,Nebras Technology,Giza,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),4,4,Bachelor's Degree,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Software Development, .Net, Agile, Web Development, Css, Html, Javascript, Asp.Net, Mvc, Sql, Information Technology (It), Computer Science']",,12,IT/Software Development
AIOps Engineer,Dewan Architects and Engineers,Cairo,False,2026-03-20 00:00:00,30,IT/Software,Pure IT,Core IT,Experienced (Non-Manager),2,4,No Degree Requirement Listed,Full Time,On-site,True,False,False,False,False,True,False,,,,,,,"['Aws Cloudformation, Aws Cloud, Itil, Agile Software, Certified Scrummaster']",,5,IT/Software Development
